,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,"T° 575,620",A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
0:00:00,30,17,29,13,27,28,7,21,25,25,24,22,21,16,4,17,19,18,21,24,33,27,20,16,25,23,18,10,9,17,10,16,22,23,31,23,15
0:01:00,30,22,17,25,9,25,14,23,26,23,38,13,26,14,20,25,24,24,15,17,25,22,25,29,31,7,15,22,19,23,27,13,20,13,18,13,24
0:02:00,30,30,24,20,23,23,23,24,28,29,16,20,22,22,13,24,21,16,36,20,26,24,22,26,15,24,31,23,15,23,24,24,21,13,21,12,29
0:03:00,30,23,12,14,24,33,25,23,28,27,30,19,22,7,25,19,22,16,28,23,18,20,28,24,24,14,12,17,10,17,18,34,26,26,19,22,29
0:04:00,30,23,24,26,13,29,26,14,26,18,29,29,15,23,19,19,22,19,17,6,1,21,17,11,19,11,12,18,21,19,12,19,30,11,12,25,18
0:05:00,30,22,20,10,27,29,25,25,28,21,39,12,27,20,20,15,10,19,20,21,23,33,20,25,25,9,18,24,24,24,22,12,25,25,25,33,24
0:06:00,30,14,17,17,9,29,14,19,21,23,33,23,19,5,15,7,17,17,5,24,25,23,26,20,14,20,11,17,12,18,21,13,16,10,19,9,36
0:07:00,30,28,26,25,9,22,12,15,10,25,31,22,28,19,27,17,28,20,19,17,22,26,25,16,21,20,23,9,20,14,17,33,21,22,26,15,18
0:08:00,30,23,17,23,20,31,35,14,24,24,20,21,26,19,23,19,30,6,12,32,10,20,28,17,15,15,17,8,18,29,16,23,18,22,22,12,28
0:09:00,30,23,25,22,23,23,25,22,13,24,32,16,20,18,18,28,27,16,19,18,33,17,23,17,34,25,30,20,11,30,20,12,23,23,28,11,23
0:10:00,30,31,30,19,13,23,30,15,25,14,30,29,18,12,34,10,11,17,18,27,26,25,17,23,20,10,21,17,14,30,21,14,17,10,22,17,26
0:11:00,30.1,24,5,29,22,31,29,19,20,15,19,18,24,13,22,12,17,17,27,16,20,14,26,29,19,27,19,19,11,14,20,5,23,20,25,22,20
0:12:00,30,21,18,23,23,30,13,14,20,12,29,22,13,30,12,15,23,17,14,27,7,28,20,26,20,21,18,20,21,16,19,21,22,23,12,18,23
0:13:00,30,20,22,19,15,26,28,9,27,29,25,26,20,15,11,26,22,19,26,15,15,12,25,17,23,24,16,16,24,29,7,26,19,18,17,15,25
0:14:00,30,20,24,19,11,30,15,18,24,16,25,30,13,5,26,18,14,24,18,10,20,22,14,17,30,25,18,16,24,24,4,12,24,15,11,27,18
0:15:00,30,17,33,9,14,23,15,14,21,28,36,21,9,6,27,27,28,23,26,19,23,14,26,22,21,16,12,19,22,17,31,17,22,9,15,22,25
0:16:00,30,31,14,22,26,29,20,20,24,27,18,23,17,4,18,18,17,11,20,32,31,23,19,21,18,30,26,15,12,22,22,23,20,22,23,24,22
0:17:00,30,8,27,17,14,17,17,24,34,13,24,29,17,11,16,15,18,24,27,15,11,28,11,17,30,14,17,14,22,17,28,23,28,14,21,11,16
0:18:00,30,18,16,12,22,39,27,14,21,28,2,13,20,21,25,22,33,17,13,18,32,23,25,27,21,22,27,24,9,22,20,29,17,12,13,22,15
0:19:00,30,11,17,17,16,23,13,32,25,25,23,12,21,15,15,18,26,23,15,35,17,26,1,22,21,5,21,21,29,15,21,28,21,10,16,15,25
0:20:00,30,21,9,26,32,15,30,31,21,24,26,20,17,25,23,19,24,15,15,18,31,22,17,20,8,25,25,18,22,15,17,22,21,17,21,21,26
0:21:00,30,21,23,17,19,23,16,18,29,26,21,20,17,5,16,13,19,16,27,22,27,21,24,25,25,9,35,18,18,25,12,23,19,21,19,19,13
0:22:00,30,16,24,11,23,23,21,21,18,20,26,17,21,7,20,25,20,8,19,14,12,21,24,38,13,21,20,22,20,30,18,15,25,27,19,17,28
0:23:00,30,30,13,26,15,21,29,14,24,26,31,27,18,16,26,22,35,15,16,27,24,14,30,15,11,12,20,17,22,22,19,22,22,24,14,22,22
0:24:00,30,31,22,23,16,18,21,14,18,18,22,18,14,28,24,21,18,20,23,20,28,18,24,26,29,20,18,16,23,25,21,21,13,13,15,20,16
0:25:00,30,20,17,22,20,28,20,21,17,23,22,19,34,19,12,25,22,30,14,28,8,18,18,18,15,26,16,14,8,25,17,18,19,20,18,18,14
0:26:00,30,27,28,30,18,28,25,16,22,15,18,19,23,18,15,23,21,11,26,30,22,15,21,12,34,13,21,18,17,24,6,26,23,18,23,7,28
0:27:00,30,23,25,21,7,30,23,8,17,24,31,18,33,20,21,24,20,17,22,27,24,30,18,22,27,17,26,21,17,18,23,21,21,15,18,16,27
0:28:00,30,20,27,23,18,30,16,19,26,16,19,28,20,18,19,14,21,18,16,21,24,28,18,24,22,16,14,21,21,19,15,17,31,19,18,12,21
0:29:00,30,29,17,22,22,17,16,24,27,15,32,13,23,16,25,6,13,5,11,14,23,19,18,20,22,15,20,25,12,21,18,13,26,25,22,25,12
0:30:00,30,19,16,23,19,27,22,21,14,20,23,18,22,7,17,30,41,22,14,19,20,23,19,29,12,12,13,16,15,27,13,14,19,24,12,18,22
0:31:00,30,15,24,8,17,21,25,16,20,21,23,24,28,8,18,26,25,14,16,10,12,31,22,23,29,21,24,22,6,16,11,18,21,24,24,18,32
0:32:00,30,19,15,15,19,25,20,14,21,19,17,12,19,10,19,17,31,13,24,31,15,21,17,20,25,13,27,23,26,30,17,14,31,17,17,18,19
0:33:00,30,26,25,22,19,25,28,19,27,20,23,31,11,26,32,14,21,17,19,13,11,27,32,13,18,18,6,23,22,29,17,25,26,15,18,24,27
0:34:00,30,25,22,23,20,23,21,9,25,30,20,16,27,23,17,28,11,19,20,23,16,19,15,25,18,15,9,26,18,23,23,32,14,26,28,35,19
0:35:00,30,24,11,22,23,18,21,28,24,25,30,28,20,7,26,27,17,12,19,17,15,14,22,29,19,9,31,14,13,11,17,22,25,21,20,5,26
0:36:00,30,20,26,29,8,23,17,25,18,18,20,15,15,20,26,24,25,15,19,16,20,22,20,18,19,16,17,31,20,15,21,21,20,14,25,19,30
0:37:00,30,20,33,31,15,30,22,10,19,8,28,26,20,20,22,24,31,27,10,26,10,14,24,5,34,14,27,21,23,20,16,23,20,29,22,23,28
0:38:00,30,21,16,14,27,17,12,18,2,23,41,14,20,19,19,33,21,20,24,25,20,15,18,24,14,10,23,18,19,28,17,23,21,19,24,22,26
0:39:00,30,15,25,14,25,21,12,22,25,27,25,24,33,15,25,25,13,17,25,23,25,17,28,20,27,20,29,29,19,20,15,21,16,14,20,29,20
0:40:00,30,23,22,18,17,24,17,28,15,22,33,18,21,10,31,20,26,20,16,14,19,18,23,36,22,20,23,14,19,33,19,21,21,25,16,23,19
0:41:00,30,22,26,18,10,18,24,17,20,26,32,23,21,18,23,20,21,27,18,14,19,32,19,16,30,9,24,19,20,17,14,31,20,19,29,16,24
0:42:00,30,11,29,16,23,16,23,18,19,30,22,17,17,11,33,26,12,23,16,13,23,24,26,23,12,14,17,22,16,22,13,21,11,18,24,19,15
0:43:00,30,11,34,33,12,10,13,23,22,12,17,32,20,17,32,27,31,16,20,18,25,33,30,26,1,27,35,28,21,16,12,25,12,20,18,16,32
0:44:00,30,36,44,14,18,19,16,24,33,28,22,24,23,18,37,33,20,19,21,28,16,38,23,11,25,19,29,30,19,20,18,19,18,6,23,15,25
0:45:00,30,29,34,20,24,33,19,25,28,29,17,24,19,34,37,37,8,16,22,15,21,17,21,17,19,21,35,28,23,31,8,16,18,20,18,35,25
0:46:00,30,14,43,34,13,25,21,19,26,18,25,16,22,14,45,42,13,19,34,11,16,32,26,20,25,29,30,29,18,16,13,7,19,14,7,14,25
0:47:00,30,26,40,35,27,30,15,24,17,19,33,19,17,27,17,37,15,27,15,23,18,22,16,23,23,19,33,24,21,21,21,21,24,21,24,20,24
0:48:00,30,18,36,23,15,28,15,18,30,22,18,23,29,14,51,44,19,18,21,25,16,26,22,16,29,21,40,20,26,22,14,12,15,18,13,16,22
0:49:00,30,29,38,32,15,30,12,22,27,22,34,23,16,15,45,32,29,10,14,16,14,9,21,22,25,18,28,36,21,32,25,12,24,11,17,28,10
0:50:00,30,26,37,30,21,23,25,20,27,29,19,29,37,11,39,51,19,21,22,19,21,25,14,17,13,16,37,33,19,21,19,8,18,15,31,21,16
0:51:00,30,18,37,32,20,18,8,22,19,22,22,18,22,17,42,51,22,14,22,21,19,14,21,15,28,25,31,38,22,38,9,10,14,24,15,24,27
0:52:00,30,10,43,33,25,25,14,17,14,21,26,22,12,16,47,51,32,15,18,17,23,24,25,25,26,23,30,31,12,26,13,24,28,28,14,15,12
0:53:00,30,22,47,32,25,32,25,20,28,16,26,11,30,14,51,41,28,26,4,20,28,22,20,18,20,15,37,27,25,17,18,17,28,13,24,10,20
0:54:00,30,38,50,35,11,31,23,21,29,26,22,17,27,18,46,44,17,24,17,14,23,26,14,21,18,13,33,38,13,25,16,27,20,16,20,15,21
0:55:00,30,32,51,33,26,29,21,12,9,16,32,13,20,18,40,54,22,26,20,15,18,17,29,15,17,15,31,29,18,20,20,11,30,25,19,23,20
0:56:00,30,32,55,43,20,20,26,26,17,23,30,15,10,5,72,57,25,16,20,19,12,23,11,10,22,28,53,49,18,26,16,18,19,24,19,18,18
0:57:00,30,19,55,40,25,28,31,25,22,29,38,20,29,23,68,56,33,16,14,16,18,16,16,22,30,13,58,48,17,20,12,19,13,13,13,19,29
0:58:00,30,28,76,35,9,32,27,21,25,27,15,18,17,18,66,67,21,22,26,14,15,25,19,16,19,20,59,38,25,28,19,8,19,17,21,26,4
0:59:00,30,20,80,48,27,24,20,19,25,30,30,26,22,8,62,62,23,26,25,13,4,18,25,24,23,22,55,53,25,19,32,20,19,33,17,15,21
1:00:00,30,26,75,36,24,28,20,28,22,18,36,18,23,11,78,70,24,28,21,29,27,27,29,27,22,14,72,62,22,24,28,13,29,21,32,19,31
1:01:00,30,14,65,54,15,19,16,15,21,20,29,23,28,3,79,73,16,32,27,28,14,13,25,13,20,28,62,58,24,18,19,23,25,15,24,15,29
1:02:00,30,29,78,54,23,23,22,24,17,14,27,17,27,15,89,92,26,27,18,26,12,24,17,25,16,24,62,55,24,15,20,13,12,21,20,18,28
1:03:00,30,24,80,46,15,27,32,22,25,30,24,19,17,17,86,88,27,28,6,18,23,31,17,13,17,25,67,72,21,26,20,23,22,18,24,23,26
1:04:00,30,13,100,48,10,20,24,14,21,11,28,15,27,15,99,101,33,23,12,15,24,28,26,15,29,16,74,69,9,32,24,16,19,14,22,25,23
1:05:00,30,30,102,49,18,31,18,27,25,28,26,23,21,13,95,84,24,16,18,19,21,31,21,28,20,20,81,58,18,21,15,22,11,19,12,17,25
1:06:00,30,20,80,49,19,23,17,28,25,21,33,21,17,8,107,88,23,23,22,24,13,26,18,29,30,14,81,89,23,29,17,15,24,15,15,21,16
1:07:00,30,29,104,57,21,39,33,15,17,25,24,27,19,23,117,112,26,27,22,17,22,43,36,25,26,20,96,74,18,20,28,24,18,15,21,32,27
1:08:00,30,28,119,47,23,29,33,32,26,25,32,19,18,13,117,119,16,19,22,15,23,30,29,24,14,23,94,90,19,31,12,24,22,21,20,30,21
1:09:00,30,26,123,64,22,29,31,17,24,17,40,21,29,16,136,133,24,24,22,14,24,42,22,17,11,24,114,94,17,22,23,14,30,17,29,31,33
1:10:00,30,18,126,75,15,19,20,17,25,25,12,14,22,37,135,109,32,24,18,29,14,26,21,20,25,25,109,83,15,18,21,21,27,5,21,22,25
1:11:00,30,18,126,64,14,27,27,17,12,23,31,25,24,14,135,136,16,19,16,20,28,24,30,16,22,17,89,106,18,24,18,18,19,24,27,10,24
1:12:00,30,25,125,73,17,37,20,22,19,27,26,19,15,17,151,139,22,21,10,17,21,26,23,26,18,25,136,91,14,23,16,12,15,21,7,13,15
1:13:00,30,16,134,70,25,21,23,15,12,28,17,22,22,22,148,151,15,24,30,15,23,24,15,20,10,12,111,110,18,21,12,17,19,17,20,13,15
1:14:00,30,32,131,87,15,30,31,21,17,18,24,25,23,16,161,161,21,19,20,24,26,10,20,16,23,22,129,89,17,26,18,19,15,24,12,23,21
1:15:00,30,25,144,74,20,26,23,25,20,21,22,9,20,10,161,147,18,23,30,29,14,11,15,27,31,25,131,103,19,18,25,28,21,13,16,31,20
1:16:00,30,23,146,68,10,17,20,22,12,29,33,21,10,16,169,162,15,31,25,14,13,29,29,6,19,18,133,127,13,31,27,17,10,21,28,22,27
1:17:00,30,20,154,90,23,34,24,9,30,13,15,25,24,13,171,172,16,24,22,21,8,24,2,23,26,16,137,120,24,34,20,28,33,10,23,16,15
1:18:00,30,23,191,90,14,30,28,27,21,27,25,16,9,19,178,151,7,21,21,24,10,28,26,44,23,11,161,133,18,24,19,17,21,24,25,22,17
1:19:00,30,19,175,88,20,32,29,15,19,23,25,30,28,18,194,172,21,29,29,22,24,42,32,26,32,23,149,139,14,20,31,33,16,14,13,28,25
1:20:00,30,27,148,89,17,27,17,17,12,9,24,27,15,20,207,192,16,26,21,25,13,23,36,26,17,28,165,132,17,24,18,20,10,26,30,22,18
1:21:00,30.1,12,184,100,18,21,19,21,9,20,34,23,21,25,216,210,32,24,29,22,21,25,30,21,26,22,181,141,18,20,20,12,16,12,24,18,32
1:22:00,30,24,198,117,19,25,26,19,29,13,24,20,14,13,221,222,21,27,30,12,15,31,20,23,17,29,194,149,32,11,10,26,21,15,22,26,28
1:23:00,30,19,203,108,7,25,28,19,22,19,34,23,23,14,258,227,13,19,19,14,25,17,29,15,19,16,205,161,14,18,17,26,31,26,16,15,19
1:24:00,30.1,18,208,91,26,22,29,21,20,24,23,14,24,17,222,219,34,23,28,34,6,24,23,16,19,17,195,162,14,30,25,19,23,26,28,33,16
1:25:00,30,19,226,119,22,26,25,17,15,36,34,15,21,0,241,222,18,27,24,16,13,13,26,22,28,10,221,163,16,25,29,31,30,17,30,16,20
1:26:00,30,28,226,120,12,32,20,13,36,17,23,10,23,13,277,251,17,15,28,21,15,23,20,25,22,17,209,174,8,29,27,21,21,28,27,6,18
1:27:00,30,20,239,120,27,20,22,19,22,24,13,23,25,10,263,244,20,27,29,16,21,28,11,23,30,19,213,161,17,20,17,15,25,24,30,17,26
1:28:00,30.1,26,234,122,15,19,25,11,40,19,22,20,24,9,280,287,29,22,24,19,13,28,33,26,14,23,225,201,24,27,16,25,13,17,34,20,10
1:29:00,30,6,232,122,16,22,32,17,27,15,20,22,19,24,312,269,17,22,33,25,24,29,31,18,18,15,242,197,21,27,14,20,32,16,25,23,27
1:30:00,30,28,279,140,23,28,30,26,26,21,32,17,19,13,311,263,26,34,25,20,22,16,15,23,25,13,243,225,19,28,23,8,19,17,16,18,27
1:31:00,30,27,270,148,11,20,24,2,20,24,17,16,28,9,316,309,31,24,15,16,24,24,32,27,19,21,241,220,19,19,13,18,17,25,36,32,18
1:32:00,30,20,280,129,15,18,11,15,24,28,25,28,16,28,332,336,15,32,22,14,14,17,27,15,29,13,254,233,20,22,28,19,33,17,30,21,23
1:33:00,30,16,273,144,23,19,33,29,18,29,22,22,20,14,341,309,26,46,18,19,21,29,33,17,20,22,289,238,16,20,24,29,20,25,11,16,13
1:34:00,30.1,22,313,145,17,33,27,14,24,30,23,22,10,9,332,321,22,29,19,22,24,20,21,32,18,8,285,251,21,30,34,20,16,24,22,26,26
1:35:00,30.1,22,316,165,19,22,11,16,9,24,23,15,23,14,394,351,11,27,23,15,25,37,34,25,24,13,297,260,17,25,10,19,28,27,33,20,11
1:36:00,30.1,12,332,151,13,23,16,25,16,29,28,19,30,19,411,339,37,33,25,13,19,29,16,18,19,19,304,267,21,20,13,18,10,25,34,23,13
1:37:00,30,23,333,141,34,37,33,22,11,21,26,17,17,21,396,350,27,30,22,13,30,38,15,28,15,20,308,272,14,30,8,19,15,30,16,24,17
1:38:00,30.1,27,351,166,34,33,20,14,27,15,41,10,26,11,407,381,15,32,18,23,16,26,36,23,38,13,334,278,19,35,21,20,31,17,26,16,29
1:39:00,30,13,339,168,10,32,15,24,15,12,30,30,14,12,443,360,13,17,24,25,16,47,18,23,21,15,344,282,8,25,22,17,19,22,28,18,21
1:40:00,30.1,28,360,165,19,38,16,22,24,24,23,28,20,15,428,384,19,27,28,21,17,14,36,21,30,19,358,281,20,29,35,4,26,28,29,14,26
1:41:00,30.1,21,390,191,16,35,13,18,15,16,27,15,28,14,463,412,16,37,12,22,24,15,24,23,23,19,392,304,17,27,31,10,11,19,23,22,17
1:42:00,30,31,367,178,28,29,28,26,11,23,33,32,30,19,486,448,19,37,22,18,14,25,41,18,38,19,403,319,15,22,24,17,32,20,32,15,20
1:43:00,30.1,24,385,185,16,35,27,21,21,30,29,11,19,22,468,444,26,42,17,23,24,28,32,19,21,11,374,330,17,26,32,28,23,19,26,20,18
1:44:00,30.1,18,402,196,20,21,31,20,20,37,19,23,26,13,463,449,25,31,20,15,17,34,34,13,31,17,410,347,23,33,32,14,19,27,22,23,25
1:45:00,30.1,12,427,201,27,36,40,31,20,32,22,30,27,14,512,436,20,18,28,15,12,27,18,22,28,27,400,340,24,41,22,20,21,33,25,15,25
